tracename, # of req, write ratio, write avg(KB), read avg(KB), max write(KB), max read(KB)
1612-LUN0.csv,2761270, 0.2524, 30.02, 23.59, 512, 200
1612-LUN1.csv,1955882, 0.1930, 38.98, 22.73, 512, 200
1612-LUN2.csv,3402546, 0.2801, 19.77, 14.28, 128, 302
1612-LUN3.csv,2049799, 0.2231, 31.12, 21.69, 128, 200
1612-LUN4.csv,2387993, 0.1416, 33.45, 27.68, 512, 200
1612-LUN6.csv,1838834, 0.2181, 31.27, 22.96, 512, 200
1613-LUN0.csv,1894392, 0.3322, 27.32, 18.57, 128, 200
1613-LUN1.csv,2264353, 0.2451, 35.91, 28.45, 128, 200
1613-LUN2.csv,4597054, 0.2613, 26.51, 15.81, 512, 302
1613-LUN3.csv,2271398, 0.2039, 32.65, 18.82, 512, 200
1613-LUN4.csv,2821938, 0.1382, 27.63, 21.63, 128, 200
1613-LUN6.csv,2558542, 0.2034, 33.54, 23.57, 512, 200
1614-LUN0.csv,867968, 0.5281, 26.86, 11.28, 512, 200
1614-LUN1.csv,1128506, 0.3382, 27.96, 12.16, 512, 200
1614-LUN2.csv,3871406, 0.1489, 27.34, 17.49, 512, 302
1614-LUN3.csv,1289239, 0.3518, 27.47, 12.27, 128, 200
1614-LUN4.csv,1580572, 0.2416, 33.21, 14.61, 128, 200
1614-LUN6.csv,1133571, 0.3897, 28.15, 15.18, 512, 200
1615-LUN0.csv,1073406, 0.7314, 29.28, 7.59, 128, 200
1615-LUN1.csv,534530, 0.6656, 25.93, 9.32, 512, 200
1615-LUN2.csv,1898934, 0.4261, 18.62, 7.08, 512, 302
1615-LUN3.csv,821227, 0.5293, 24.88, 9.06, 128, 200
1615-LUN4.csv,527386, 0.5542, 23.02, 9.83, 512, 200
1615-LUN6.csv,1608803, 0.4270, 25.61, 19.91, 512, 200
1616-LUN0.csv,744635, 0.5113, 25.11, 9.13, 128, 200
1616-LUN1.csv,749807, 0.6146, 25.21, 8.85, 512, 200
1616-LUN2.csv,1062360, 0.3340, 20.35, 9.70, 128, 302
1616-LUN3.csv,759484, 0.5018, 25.60, 8.78, 128, 200
1616-LUN4.csv,778779, 0.3872, 29.95, 9.43, 128, 200
1616-LUN6.csv,949065, 0.4844, 24.63, 15.35, 512, 200
1617-LUN0.csv,772708, 0.5115, 22.56, 8.27, 128, 200
1617-LUN1.csv,441200, 0.5907, 23.56, 8.02, 512, 200
1617-LUN2.csv,672581, 0.5059, 26.21, 8.60, 512, 302
1617-LUN3.csv,781339, 0.5045, 25.80, 11.28, 128, 200
1617-LUN4.csv,966917, 0.3249, 22.68, 10.79, 128, 200
1617-LUN6.csv,1008520, 0.4453, 22.12, 12.58, 512, 200
1618-LUN0.csv,1054309, 0.4804, 28.40, 14.90, 512, 200
1618-LUN1.csv,605820, 0.4779, 26.29, 12.16, 512, 200
1618-LUN2.csv,715299, 0.4310, 27.37, 9.14, 128, 302
1618-LUN3.csv,983608, 0.4928, 24.23, 8.22, 128, 200
1618-LUN4.csv,639559, 0.4107, 27.94, 9.19, 512, 200
1618-LUN6.csv,824069, 0.4536, 25.69, 11.20, 512, 200
1619-LUN0.csv,1430676, 0.4108, 26.82, 11.62, 512, 200
1619-LUN1.csv,961086, 0.3423, 27.10, 12.11, 512, 200
1619-LUN2.csv,1644154, 0.2310, 16.13, 12.05, 128, 302
1619-LUN3.csv,1133349, 0.3236, 25.74, 10.32, 128, 200
1619-LUN4.csv,805271, 0.2876, 26.25, 10.13, 128, 200
1619-LUN6.csv,948331, 0.3557, 26.39, 11.92, 512, 200
1620-LUN0.csv,1124328, 0.4160, 23.71, 12.39, 512, 200
1620-LUN1.csv,653389, 0.4525, 26.70, 9.17, 128, 200
1620-LUN2.csv,1147165, 0.3078, 23.53, 13.01, 512, 302
1620-LUN3.csv,1252040, 0.2660, 23.21, 12.92, 128, 200
1620-LUN4.csv,1322095, 0.1826, 15.56, 12.68, 128, 200
1620-LUN6.csv,944527, 0.3154, 26.00, 10.50, 128, 200
1707-LUN0.csv,15119, 0.2777, 45.73, 5.63, 128, 200
1707-LUN1.csv,15568, 0.4820, 32.68, 6.76, 128, 200
1707-LUN2.csv,85843, 0.0693, 31.65, 5.65, 128, 302
1707-LUN3.csv,6755, 0.4027, 41.58, 5.60, 128, 200
1707-LUN4.csv,2228, 0.8896, 40.11, 6.51, 128, 200
1707-LUN6.csv,10714, 0.6452, 14.70, 10.30, 128, 200
1708-LUN0.csv,2464282, 0.1949, 27.28, 13.65, 128, 200
1708-LUN1.csv,1457957, 0.3221, 22.34, 10.18, 128, 200
1708-LUN3.csv,2096252, 0.2169, 20.73, 17.44, 128, 200
1708-LUN4.csv,1566987, 0.2183, 19.35, 16.62, 512, 200
1708-LUN6.csv,1772416, 0.2051, 19.06, 13.02, 512, 200
1709-LUN0.csv,2558024, 0.2559, 29.97, 31.87, 512, 200
1709-LUN1.csv,2351643, 0.3301, 25.25, 29.21, 512, 200
1709-LUN2.csv,3169008, 0.4101, 28.53, 19.75, 512, 302
1709-LUN3.csv,3682611, 0.2162, 20.67, 30.07, 512, 200
1709-LUN4.csv,3341648, 0.2256, 25.70, 36.60, 512, 200
1709-LUN6.csv,3103495, 0.2967, 25.34, 32.67, 512, 200
1710-LUN0.csv,1613183, 0.2786, 24.81, 10.17, 512, 200
1710-LUN1.csv,1596866, 0.2592, 22.58, 12.58, 512, 200
1710-LUN2.csv,4468422, 0.5523, 25.73, 8.46, 512, 302
1710-LUN3.csv,3474145, 0.2743, 21.75, 17.53, 128, 200
1710-LUN4.csv,3170409, 0.1743, 28.27, 21.38, 512, 200
1710-LUN6.csv,2880084, 0.1855, 20.66, 16.89, 512, 200
1711-LUN0.csv,1633866, 0.3268, 30.02, 15.74, 512, 200
1711-LUN1.csv,1660356, 0.2675, 39.44, 13.56, 512, 200
1711-LUN2.csv,1591601, 0.2393, 29.58, 12.69, 512, 302
1711-LUN3.csv,1728464, 0.3056, 25.69, 16.25, 512, 200
1711-LUN4.csv,2991506, 0.1435, 41.66, 140.22, 512, 200
1711-LUN6.csv,1275739, 0.3297, 20.57, 11.59, 128, 200
1712-LUN0.csv,3264356, 0.2090, 30.53, 23.79, 128, 200
1712-LUN1.csv,2072224, 0.2197, 38.11, 20.95, 512, 200
1712-LUN2.csv,3118654, 0.3180, 20.13, 13.28, 512, 302
1712-LUN3.csv,2225603, 0.2206, 29.83, 24.82, 128, 200
1712-LUN4.csv,2942561, 0.1635, 33.03, 50.31, 512, 200
1712-LUN6.csv,2632748, 0.2201, 33.20, 25.23, 512, 200
1713-LUN0.csv,2516913, 0.3785, 33.52, 14.38, 128, 200
1713-LUN1.csv,1970720, 0.2712, 37.94, 21.25, 512, 200
1713-LUN2.csv,3746443, 0.2582, 29.34, 26.93, 512, 302
1713-LUN3.csv,2174625, 0.2288, 31.15, 16.45, 512, 200
1713-LUN6.csv,2967563, 0.1737, 31.42, 29.74, 512, 200
1714-LUN0.csv,1526310, 0.3277, 29.76, 21.01, 512, 200
1714-LUN1.csv,1868451, 0.3013, 31.13, 25.37, 512, 200
1714-LUN2.csv,2779399, 0.2860, 24.62, 14.01, 128, 302
1714-LUN3.csv,1794667, 0.2422, 28.00, 17.42, 128, 200
1714-LUN4.csv,1625271, 0.2005, 36.44, 22.20, 512, 200
1714-LUN6.csv,1887701, 0.2852, 23.70, 25.25, 512, 200
1715-LUN0.csv,1525316, 0.6539, 26.07, 9.81, 128, 200
1715-LUN1.csv,1328511, 0.3210, 30.58, 26.99, 512, 200
1715-LUN2.csv,2269373, 0.2404, 26.75, 15.84, 512, 302
1715-LUN3.csv,2143196, 0.3045, 28.98, 25.05, 128, 200
1715-LUN4.cSv,1295540, 0.2785, 29.74, 31.87, 512, 200
1715-LUN6.csv,2020440, 0.3179, 25.95, 27.88, 512, 200
1716-LUN0.csv,1403522, 0.4003, 31.59, 20.38, 512, 200
1716-LUN1.csv,1281128, 0.3998, 27.55, 20.82, 512, 200
1716-LUN2.csv,3000486, 0.3277, 24.96, 16.99, 512, 302
1716-LUN3.csv,2239616, 0.3645, 26.52, 19.79, 128, 200
1716-LUN4.csv,1626764, 0.2205, 28.13, 25.64, 128, 200
1716-LUN6.csv,2970186, 0.2281, 30.37, 28.37, 512, 200
1717-LUN0.csv,1684260, 0.4394, 30.18, 10.72, 128, 200
1717-LUN1.csv,1781891, 0.3268, 30.98, 27.60, 512, 200
1717-LUN2.csv,2827888, 0.3424, 21.76, 13.02, 512, 302
1717-LUN3.csv,1987439, 0.3116, 26.91, 15.18, 512, 200
1717-LUN4.csv,1249715, 0.2660, 28.13, 19.75, 128, 200
1717-LUN6.csv,1757265, 0.2536, 23.77, 14.74, 128, 200
1718-LUN0.csv,1173815, 0.3571, 23.06, 11.13, 128, 200
1718-LUN1.csv,1344278, 0.2771, 25.20, 16.64, 512, 200
1718-LUN2.csv,2165957, 0.1440, 28.32, 11.06, 512, 302
1718-LUN3.csv,1337931, 0.2776, 26.62, 11.20, 128, 200
1718-LUN4.csv,633235, 0.3472, 23.75, 7.53, 128, 200
1718-LUN6.csv,1222259, 0.3482, 27.20, 16.02, 512, 200
1719-LUN0.csv,1039876, 0.3769, 28.90, 9.14, 128, 200
1719-LUN1.csv,1097377, 0.3189, 27.06, 12.23, 512, 200
1719-LUN2.csv,1758888, 0.1931, 19.31, 9.72, 128, 302
1719-LUN3.csv,1764624, 0.2404, 28.88, 22.18, 128, 200
1719-LUN4.csv,1144720, 0.3128, 29.39, 25.04, 512, 200
1719-LUN6.csv,1456968, 0.3470, 26.93, 11.98, 128, 200
1720-LUN0.csv,953074, 0.3719, 21.41, 7.31, 128, 200
1720-LUN1.csv,912295, 0.4138, 23.03, 9.84, 128, 200
1720-LUN2.csv,1364313, 0.3890, 21.43, 7.38, 128, 302
1720-LUN3.csv,1718988, 0.2068, 33.65, 13.34, 128, 200
1720-LUN4.csv,1570279, 0.1760, 17.53, 29.50, 512, 200
1720-LUN6.csv,1226913, 0.2524, 27.93, 14.60, 512, 200
1721-LUN1.csv,340, 0.0647, 7.77, 4.91, 20, 64
1721-LUN2.csv,779, 0.8922, 37.96, 5.89, 68, 128
1721-LUN6.csv,176, 0.2841, 40.92, 5.83, 56, 128
1807-LUN0.csv,52603, 0.1588, 25.98, 5.71, 128, 200
1807-LUN1.csv,15277, 0.5208, 20.70, 8.68, 128, 200
1807-LUN2.csv,69714, 0.1383, 20.21, 10.44, 128, 302
1807-LUN3.csv,10973, 0.7645, 18.89, 7.43, 128, 200
1807-LUN4.csv,5443, 0.8804, 35.17, 5.64, 128, 200
1807-LUN6.csv,33845, 0.2267, 26.47, 7.58, 128, 200
1808-LUN0.csv,2162564, 0.1875, 24.83, 9.26, 128, 200
1808-LUN1.csv,1317118, 0.2723, 21.01, 12.91, 128, 200
1808-LUN2.csv,3286814, 0.1344, 19.80, 14.18, 128, 302
1808-LUN4.csv,1667655, 0.1967, 20.00, 18.72, 512, 200
1808-LUN6.csv,1664418, 0.1817, 19.92, 12.51, 128, 200
1809-LUN0.csv,2114448, 0.2976, 27.67, 34.36, 512, 200
1809-LUN1.csv,2266009, 0.2770, 28.18, 38.55, 512, 200
1809-LUN2.csv,3143255, 0.3241, 27.58, 31.56, 512, 302
1809-LUN3.csv,2236156, 0.2855, 28.69, 32.01, 512, 200
1809-LUN4.csv,2992777, 0.2707, 25.28, 38.06, 512, 200
1809-LUN6.csv,2556133, 0.2622, 28.17, 42.03, 512, 200
1810-LUN0.csv,2563765, 0.2011, 24.91, 18.11, 512, 200
1810-LUN1.csv,1659322, 0.2245, 26.54, 21.44, 512, 200
1811-LUN0.csv,1491240, 0.3133, 27.75, 14.74, 512, 200
1811-LUN1.csv,2222635, 0.2503, 36.49, 27.88, 512, 200
1811-LUN2.csv,2097929, 0.2221, 28.54, 21.79, 512, 302
1811-LUN3.csv,1826025, 0.2537, 28.54, 15.77, 512, 200
1811-LUN4.csv,2251102, 0.1791, 26.72, 22.24, 128, 200
1811-LUN6.csv,2936275, 0.1466, 29.88, 18.67, 512, 200
1812-LUN0.csv,2683697, 0.2800, 32.02, 10.38, 128, 200
1812-LUN1.csv,3312471, 0.1388, 29.65, 20.86, 512, 200
